age,income,past_purchase,product_price,discount,revenue
52,23904.29,4.79,89.41,8.63,1916.93
40,44563.39,5.53,69.71,7.58,3626.01
34,33204.95,3.83,106.43,6.78,2674.38
43,30579.78,0.12,135.1,5.1,2421.27
25,67412.4,4.73,100.37,10.65,5472.34
46,42984.48,7.85,104.51,8.81,3493.18
43,55197.56,6.85,113.85,12.96,4479.62
27,49296.19,6.93,74.61,12.36,3996.75
43,57155.61,7.47,134.05,9.99,4616.1
51,51152.33,5.18,104.05,6.07,4127.3
68,30755.12,5.39,132.64,7.91,2442.39
58,64944.0,3.76,85.34,7.33,5217.04
24,42593.65,4.37,136.36,9.28,3439.38
21,26651.27,6.23,115.5,9.43,2185.91
67,43578.27,7.41,111.06,6.21,3538.07
62,72511.4,4.72,104.68,8.32,5827.91
28,62753.33,4.1,95.03,8.71,5086.25
46,44770.22,5.0,124.01,10.23,3592.24
53,44761.13,6.2,102.81,8.32,3620.84
42,45175.47,2.11,60.66,10.14,3643.86
38,81151.22,0.41,77.66,2.8,6460.07
53,55729.03,3.9,96.28,10.82,4505.72
27,56450.62,2.56,106.2,7.48,4580.1
54,65454.25,3.98,98.87,10.25,5261.96
26,53581.84,4.7,124.38,9.75,4333.22
41,46114.37,4.09,60.98,10.71,3736.92
52,47054.75,7.9,102.87,10.4,3807.69
66,48925.98,5.65,63.64,6.81,3911.24
52,49441.67,5.6,115.19,12.25,3982.2
65,60914.44,6.24,98.11,9.65,4882.28
53,50779.19,2.72,108.39,7.55,4101.84
35,60989.6,7.08,82.72,13.91,4952.91
66,48789.25,4.85,125.59,6.3,3903.23
56,51179.53,6.34,120.83,11.12,4151.98
49,20026.99,2.86,111.67,5.24,1580.28
41,63744.92,1.89,97.41,6.93,5090.47
40,55197.33,6.64,111.6,10.91,4469.48
49,64970.15,5.75,85.86,7.08,5255.19
54,15000.0,3.2,117.11,4.83,1207.95
29,81325.62,3.26,132.99,11.88,6538.35
66,47906.16,7.25,121.41,12.03,3878.73
30,66622.74,2.62,85.41,8.07,5362.38
40,34401.41,8.29,107.23,11.95,2826.1
42,59191.61,3.2,74.14,7.49,4739.54
52,34198.77,6.28,111.45,12.2,2784.2
58,40643.47,4.34,109.01,7.55,3245.7
47,78710.47,6.21,62.6,11.38,6359.97
34,47139.76,3.91,76.76,10.82,3805.28
66,53261.49,4.67,94.34,6.8,4328.21
37,63051.02,5.08,93.98,12.96,5096.14
65,57435.23,3.0,75.81,4.11,4567.78
42,52256.28,6.48,107.78,13.75,4237.6
39,55474.42,3.97,105.03,7.93,4472.9
30,86051.23,4.54,96.11,9.83,6959.57
36,49135.72,3.01,84.88,4.02,3931.76
66,53016.49,0.0,120.97,3.7,4171.48
53,65759.82,4.62,133.11,7.0,5288.63
29,66582.89,9.83,90.33,12.77,5394.34
58,67805.45,6.57,87.76,10.27,5463.76
36,59580.95,4.96,109.82,11.59,4804.85
29,32854.93,4.47,92.84,9.11,2667.77
26,74501.47,5.04,97.21,11.11,6025.42
24,32804.82,6.09,114.79,7.95,2656.87
45,54539.53,2.64,61.81,5.64,4374.66
31,38685.86,7.23,126.37,14.61,3162.84
48,49037.92,6.43,101.45,8.71,3969.15
69,54931.44,6.44,91.77,13.04,4445.05
36,54820.36,5.88,98.22,9.78,4443.24
64,56328.81,5.04,99.25,8.81,4548.14
33,74205.67,6.35,65.38,13.45,6019.32
22,56803.01,6.18,129.9,13.53,4613.42
52,46337.65,4.29,100.83,8.04,3697.58
29,64461.31,3.85,108.86,8.37,5186.68
42,67842.06,5.2,119.03,9.83,5471.35
69,31585.88,8.1,79.58,11.03,2600.96
38,58961.0,2.52,109.47,9.43,4719.65
53,60517.59,2.06,94.65,6.89,4830.51
40,45536.55,5.33,116.94,10.67,3671.0
33,70635.6,5.1,57.46,13.49,5729.12
56,47749.17,5.35,98.02,9.79,3875.36
62,51883.65,5.49,87.94,9.71,4178.19
59,47403.92,4.55,108.65,5.26,3820.58
56,50233.69,7.98,109.4,5.95,4062.03
31,33555.87,1.8,85.85,7.29,2696.99
48,28399.24,3.34,85.76,6.9,2285.42
22,73917.58,4.79,97.79,9.36,5974.44
52,37295.58,1.71,82.07,6.42,2992.5
40,35129.11,4.65,116.84,8.45,2883.34
46,17699.15,8.32,92.62,13.06,1473.88
60,40415.57,5.04,41.86,8.62,3287.24
28,30153.65,5.46,92.5,7.94,2447.47
35,74630.23,2.48,79.23,10.15,5982.06
64,65147.26,3.77,67.37,7.61,5232.33
29,39677.74,4.25,75.25,9.77,3223.21
26,83786.54,4.36,102.19,9.27,6800.36
27,64726.48,7.56,126.57,10.88,5236.12
61,45127.53,6.12,106.26,9.58,3622.9
34,15000.0,2.78,87.87,6.68,1224.35
55,84364.14,5.49,109.12,11.23,6745.05
24,29156.41,6.0,90.82,9.41,2387.64
63,25319.02,7.28,86.11,6.02,2064.82
30,65338.56,8.16,76.91,11.72,5325.36
57,86596.29,2.97,64.96,9.85,6972.5
59,70764.09,3.38,92.2,7.46,5663.3
26,58458.64,2.48,103.16,7.47,4692.02
67,58921.32,4.53,98.07,10.36,4722.79
44,62801.23,5.93,91.68,8.89,5046.15
19,61383.93,6.97,81.09,8.77,4985.18
22,54217.87,4.85,112.16,9.52,4354.66
46,51563.02,4.36,73.66,7.69,4149.59
54,49061.1,5.3,115.52,7.16,3927.24
55,38690.53,3.33,79.96,6.82,3121.86
36,45789.87,9.18,84.95,13.62,3790.03
25,24605.65,1.78,70.66,6.4,1962.19
65,48524.91,5.37,89.97,9.42,3876.64
62,35171.13,9.05,119.51,15.06,2881.9
18,33446.16,5.01,110.31,8.79,2720.39
39,52698.41,4.62,119.57,9.66,4250.83
69,70880.03,4.29,110.44,7.47,5670.52
34,63774.75,4.64,77.93,7.91,5138.44
24,26442.49,7.75,93.38,10.1,2195.0
42,35155.58,0.58,84.4,4.3,2824.44
62,64111.57,8.07,126.61,12.24,5142.08
21,35262.69,2.15,76.06,11.85,2853.08
53,46630.5,4.47,117.87,6.95,3749.44
23,58250.78,4.14,117.86,8.54,4673.59
48,35474.83,6.18,136.59,9.44,2905.37
36,51580.63,1.8,91.81,7.7,4125.74
61,29989.62,5.92,114.25,9.34,2428.97
56,40979.49,9.05,145.63,14.36,3353.25
44,54796.73,2.27,87.65,2.29,4368.68
27,26105.09,5.38,69.3,4.5,2093.73
43,56607.12,3.68,62.4,7.36,4551.26
36,49705.43,5.85,114.25,12.29,4048.42
56,58287.35,5.04,62.34,5.97,4687.76
20,53358.71,3.72,92.55,2.96,4272.62
62,70462.11,5.98,108.75,11.18,5693.19
30,51878.37,8.61,103.7,13.03,4225.5
67,43558.92,4.62,108.51,5.81,3482.84
45,51834.46,6.44,104.45,8.39,4192.59
37,58149.47,2.41,125.58,5.63,4667.38
45,50732.9,3.09,80.95,7.86,4127.77
25,50608.88,5.94,86.46,9.27,4122.19
58,39470.12,7.97,84.55,11.81,3245.61
56,40056.49,5.71,116.6,3.38,3207.25
18,28960.92,4.37,118.01,7.11,2328.29
20,76243.65,5.0,109.02,8.43,6143.32
30,31342.05,2.5,123.67,6.53,2516.98
45,39606.42,6.21,76.44,8.73,3197.37
66,39223.89,6.76,133.34,11.2,3169.13
42,63423.87,4.1,130.46,5.2,5090.12
50,45575.75,4.06,114.71,8.21,3670.95
55,68716.13,5.53,135.64,10.95,5536.3
23,39897.64,4.13,66.87,12.52,3256.65
61,54184.91,4.87,89.51,7.73,4349.42
62,37469.79,9.2,85.29,12.27,3061.13
49,82177.24,4.51,114.43,5.99,6565.4
62,32186.02,4.28,79.0,2.75,2618.39
64,54647.31,3.7,115.15,9.37,4383.27
38,59506.65,6.49,127.41,10.82,4803.19
33,56206.99,4.64,113.9,11.76,4519.7
38,47220.69,3.7,105.68,5.49,3851.75
28,48052.69,7.64,80.24,12.76,3904.08
54,50657.17,7.84,83.06,14.91,4119.52
53,47794.97,3.8,124.99,8.72,3844.48
52,64458.19,1.27,115.59,6.94,5158.94
36,83157.85,7.02,99.22,12.04,6736.27
37,41637.62,3.63,91.64,4.9,3384.92
35,29452.96,6.58,59.48,12.81,2442.09
64,48675.77,1.06,78.58,4.17,3858.34
58,88695.64,6.79,138.23,12.36,7131.4
66,37944.88,2.58,74.39,3.09,3036.33
31,74586.75,6.46,103.79,9.12,6060.71
32,75165.51,5.03,120.15,13.19,6033.03
48,41696.18,3.09,74.9,6.59,3377.78
18,58534.75,4.19,103.69,12.47,4737.17
20,74425.95,6.37,118.76,11.57,6030.91
33,44313.08,5.21,100.25,5.83,3575.6
40,46946.29,6.17,157.37,11.93,3776.78
28,41274.79,8.95,66.63,11.38,3408.78
29,34778.65,1.87,121.17,8.07,2803.7
27,40260.84,8.23,96.54,12.04,3319.83
49,31640.9,5.21,115.44,5.56,2550.22
33,50511.25,3.2,108.83,8.42,4050.62
25,38450.4,2.34,85.34,11.67,3080.47
55,53506.79,4.62,104.58,9.64,4323.95
29,26661.57,6.84,62.84,10.29,2213.67
41,54963.2,4.74,112.06,11.37,4415.68
45,62502.93,8.02,105.96,12.36,5056.45
25,20093.97,2.1,112.77,6.95,1609.48
45,55610.85,4.98,121.16,7.12,4441.51
53,68415.03,2.5,107.35,7.93,5461.88
43,31855.38,5.73,102.96,11.32,2573.14
25,75088.59,6.77,82.38,10.25,6066.56
67,56285.29,4.16,85.76,10.85,4514.65
45,39424.82,0.0,123.73,4.65,3095.77
45,49163.46,5.4,128.73,7.67,3998.6
54,58374.9,5.87,95.24,11.83,4741.94
58,51140.08,5.81,100.92,8.87,4109.42
53,58081.34,7.47,81.91,12.65,4718.6
44,36189.9,2.86,123.46,6.47,2906.77
34,52540.41,6.36,113.31,10.52,4278.52
26,28794.28,7.39,138.82,11.98,2347.54
50,48331.61,1.44,82.43,6.69,3890.24
37,36441.39,5.64,92.44,5.5,2939.75
30,38967.05,3.99,104.63,6.22,3114.85
45,68541.4,4.84,112.93,11.43,5534.42
65,66369.65,5.7,95.69,9.33,5367.74
46,59137.07,4.03,82.54,7.57,4809.87
30,33615.31,3.65,117.63,5.31,2680.06
63,45253.87,5.07,114.42,6.36,3648.1
52,68196.47,2.83,81.67,3.7,5450.73
23,52125.75,2.83,127.11,7.93,4202.52
35,84789.94,6.36,123.4,10.38,6801.29
68,55899.77,2.7,102.69,4.87,4438.14
22,52880.74,6.33,101.59,10.86,4276.69
64,45363.25,5.93,111.08,9.91,3662.44
42,52003.11,1.55,82.77,10.73,4166.16
19,47712.95,3.64,100.6,5.75,3856.96
27,60621.63,7.39,56.95,14.24,4961.5
47,64350.53,3.04,117.53,9.9,5175.27
67,38210.16,4.07,68.77,5.84,3105.13
62,30031.51,5.92,130.07,9.19,2435.77
22,22456.92,6.57,93.4,9.35,1833.79
50,57619.87,4.5,95.77,9.2,4666.7
18,33449.5,3.8,87.45,11.53,2713.64
35,17706.64,7.84,94.24,11.97,1507.63
49,55828.68,8.48,128.37,13.0,4561.59
64,87394.99,6.96,50.24,10.41,7060.54
66,49908.94,5.17,125.54,5.69,3970.55
28,62577.36,3.38,106.76,8.33,5013.85
38,51227.44,3.34,75.86,10.48,4161.05
43,48516.66,6.05,78.49,6.95,3922.1
42,63786.15,5.84,133.53,8.21,5134.76
39,45645.88,7.8,81.09,11.69,3740.53
44,54010.88,6.3,76.93,8.37,4385.24
66,54825.47,1.99,122.75,4.67,4371.76
30,39978.64,7.1,106.77,10.14,3254.32
50,64880.64,3.0,81.24,5.12,5194.21
51,47375.6,4.23,104.33,6.33,3823.25
58,38663.82,5.5,79.48,10.23,3146.02
52,58047.65,8.99,122.02,9.76,4697.27
18,36522.98,11.22,121.23,11.34,3041.88
38,50422.72,6.21,110.64,9.08,4076.0
65,49863.22,4.63,107.23,9.72,3993.57
23,66288.43,6.07,135.22,10.76,5336.66
45,57120.47,6.78,99.99,9.85,4601.33
34,49624.6,4.36,76.36,9.04,4006.61
22,62266.49,8.59,108.99,9.59,5079.79
48,70853.11,5.46,141.72,11.04,5682.44
22,58367.15,6.0,79.7,11.65,4741.16
55,50155.29,6.33,92.77,9.1,4041.92
20,30322.46,5.84,108.33,12.0,2480.83
40,34023.3,6.68,98.92,7.91,2739.13
54,45421.63,3.77,80.35,10.01,3658.37
54,40857.32,3.88,122.44,8.02,3276.11
27,47195.43,2.8,146.4,7.17,3792.94
27,50849.75,5.88,103.92,10.38,4125.94
36,57945.39,6.56,81.92,10.69,4673.62
34,48942.52,5.92,69.02,12.62,4004.57
38,57297.52,8.35,105.16,10.1,4654.57
31,50967.12,4.99,122.08,8.07,4113.32
26,20368.0,6.34,109.5,11.97,1690.03
63,35909.97,2.82,99.95,5.25,2859.24
18,47838.69,4.23,88.21,11.08,3883.02
68,31854.58,6.39,78.16,12.43,2608.84
62,58998.93,6.7,116.7,9.46,4720.95
30,72961.26,4.41,118.28,11.18,5864.48
21,68281.43,4.86,69.09,8.0,5509.03
18,46798.36,1.96,131.8,8.94,3763.0
66,72360.89,4.29,111.48,9.02,5827.64
57,52230.01,6.78,127.99,11.23,4204.0
49,44943.71,6.15,73.16,8.51,3633.82
51,40798.96,6.0,72.68,6.17,3292.89
45,45462.95,5.1,97.02,10.1,3660.5
48,44177.35,5.01,110.06,4.77,3544.65
25,52556.24,3.68,135.93,8.14,4240.48
56,52408.61,6.4,114.12,11.89,4216.24
43,50045.69,5.84,95.15,10.27,4059.71
51,56554.07,5.98,79.47,13.85,4550.37
20,67859.69,3.95,124.6,11.64,5456.69
67,64243.31,0.69,80.71,4.16,5113.2
29,27726.53,7.19,132.57,10.77,2307.22
18,15000.0,4.04,94.31,8.05,1233.7
61,64014.8,3.27,131.81,4.55,5066.95
22,29496.82,6.39,113.58,8.45,2371.15
47,46628.52,4.22,97.26,7.24,3753.73
47,32448.3,7.12,89.61,6.19,2653.28
34,22970.29,6.23,93.18,9.75,1899.3
65,58121.94,6.37,108.57,9.39,4687.14
64,61387.33,2.27,101.54,3.39,4920.08
40,41352.34,7.42,88.12,11.79,3365.71
32,15000.0,5.52,96.69,10.34,1268.09
54,41806.33,4.26,101.57,8.5,3333.98
38,55877.06,5.29,57.43,9.12,4505.49
31,27816.33,1.45,109.16,7.25,2194.23
19,52750.4,5.82,80.41,12.03,4283.53
28,49770.35,2.94,76.93,8.62,4013.02
68,58689.37,2.29,66.25,4.91,4696.63
56,51793.71,1.96,64.12,6.99,4154.11
55,35403.97,7.23,72.89,12.58,2879.95
51,67948.57,3.74,85.82,7.31,5452.69
55,47622.06,8.07,139.07,15.43,3841.42
67,49590.43,3.93,89.48,6.57,4005.29
51,36000.98,1.59,103.56,5.88,2867.77
35,43350.77,2.77,108.01,6.12,3468.87
47,36727.96,7.47,102.62,11.12,3028.85
32,47405.81,4.69,98.45,5.73,3796.77
44,75675.63,3.9,76.09,7.98,6061.88
68,29421.48,5.32,129.02,5.91,2339.39
51,25796.58,6.0,136.14,9.32,2092.01
69,72067.55,7.23,66.35,12.87,5836.12
55,46860.14,7.9,79.52,12.37,3832.52
50,39963.91,4.28,94.4,3.38,3259.62
41,65598.57,2.35,80.71,11.7,5232.07
32,40915.77,4.17,110.12,9.2,3317.37
47,77390.15,5.52,85.43,8.78,6221.43
59,60168.89,3.07,143.3,7.81,4797.29
68,42681.33,3.09,123.81,7.06,3396.84
34,82359.62,5.69,104.25,9.67,6616.82
22,40914.28,4.9,120.54,9.89,3348.55
46,61131.43,5.07,122.12,8.29,4933.12
21,54489.39,3.48,88.72,7.98,4394.31
27,69526.12,4.54,83.68,8.53,5632.42
34,73422.67,3.15,101.56,5.84,5858.82
27,50480.06,6.78,117.23,11.42,4071.63
34,38698.73,7.07,102.78,11.97,3116.97
37,56899.58,1.31,68.46,7.67,4552.42
41,39834.27,3.14,83.94,9.12,3216.77
22,80200.81,2.01,98.52,9.0,6440.62
51,52048.03,3.7,98.49,6.93,4182.16
23,44520.18,4.83,139.45,11.19,3572.3
19,52770.2,2.1,72.28,4.98,4258.24
30,29793.11,3.16,110.11,5.72,2402.61
60,35425.79,2.99,129.78,4.73,2837.91
60,68006.21,5.41,145.43,11.73,5427.52
65,40146.59,5.14,91.91,10.25,3249.75
28,34296.34,3.56,109.83,9.01,2748.48
68,58049.79,5.35,111.4,11.13,4664.83
64,67785.56,3.91,103.91,6.48,5441.05
40,60784.3,4.46,98.02,9.89,4900.47
33,64940.72,8.35,108.72,12.39,5253.04
48,38648.07,7.68,49.36,12.56,3172.29
28,28672.84,2.4,113.64,6.71,2274.44
33,72520.0,6.66,102.52,10.74,5882.85
25,45159.8,6.62,95.55,11.98,3676.45
21,46237.5,2.7,140.94,9.67,3739.23
57,69922.91,6.64,86.5,9.36,5630.04
21,58343.45,8.08,91.94,12.46,4740.91
42,56838.32,2.75,139.83,5.53,4527.47
20,82475.04,3.16,83.36,4.41,6639.07
49,40347.23,7.04,89.0,10.77,3270.98
20,63917.6,5.54,97.06,11.97,5187.44
44,50855.2,6.1,116.81,10.61,4104.38
46,54028.88,5.68,104.16,5.89,4311.65
49,72927.03,5.78,74.15,9.64,5871.19
67,57617.54,2.35,89.36,2.16,4570.77
68,58074.44,7.09,87.85,13.12,4702.39
36,66087.61,7.34,98.46,9.6,5323.18
38,44525.71,4.54,108.52,11.34,3619.37
22,37411.85,4.91,108.36,11.28,3040.78
35,34327.86,1.94,64.48,4.73,2755.52
45,20504.65,6.03,121.28,6.82,1683.3
59,80843.11,6.14,105.05,11.27,6528.68
39,33451.87,4.88,127.69,7.05,2698.08
38,46681.2,7.25,108.88,11.26,3779.19
23,45847.8,4.33,122.03,8.19,3663.45
18,54611.1,6.13,109.33,7.44,4404.72
22,62236.06,2.96,126.92,4.11,4973.49
58,62907.1,4.95,110.45,9.56,5060.89
29,41253.84,4.65,98.04,7.97,3330.6
43,47493.17,5.45,145.45,8.39,3836.85
63,54238.7,4.26,117.78,9.54,4342.7
51,46269.63,4.74,111.47,10.99,3732.37
66,74110.18,6.65,74.47,10.02,6000.43
31,57364.62,4.13,74.23,8.41,4636.48
43,61023.17,1.79,105.85,7.97,4885.6
62,59943.22,8.5,102.91,9.02,4836.61
44,67602.11,7.76,87.72,12.36,5466.39
26,52715.32,2.42,102.82,8.84,4222.2
43,30547.52,6.38,131.77,11.09,2476.26
64,55995.32,3.99,113.91,4.08,4492.76
39,40229.65,5.53,77.18,7.94,3259.3
64,42070.75,5.59,97.77,7.06,3363.21
47,58795.46,4.53,83.9,9.18,4774.12
60,68574.25,3.43,92.25,8.96,5509.02
65,50319.07,3.62,91.73,10.45,4017.66
34,54632.5,3.17,90.45,7.16,4384.46
43,75533.22,3.34,74.9,7.65,6070.55
53,53611.3,4.87,97.45,11.21,4359.82
18,89025.25,3.57,88.79,10.58,7144.51
25,58482.64,6.36,41.41,13.63,4785.02
66,23588.56,7.97,141.06,10.68,1955.61
52,61300.12,3.84,121.78,6.04,4897.73
69,55717.38,5.48,92.47,6.32,4472.38
32,69346.29,6.0,100.38,7.82,5572.31
64,60097.72,5.94,76.57,10.96,4849.22
39,47923.16,5.15,133.91,11.77,3869.96
31,31635.53,6.49,137.95,13.91,2600.75
43,46864.65,5.96,103.13,11.57,3820.97
45,37242.19,2.52,120.47,9.11,2973.31
40,41292.15,6.74,103.51,9.27,3314.69
31,58828.68,6.77,73.27,8.94,4769.41
41,75048.57,3.47,91.76,10.5,6041.02
19,55920.07,5.08,102.64,11.0,4531.92
62,32061.75,6.37,90.91,9.41,2599.3
43,56669.04,4.58,95.63,9.85,4572.03
31,67949.47,7.15,98.17,12.47,5535.9
68,40853.26,9.73,98.38,14.54,3353.81
24,47989.74,3.43,101.05,11.05,3869.98
20,50220.32,2.24,78.79,8.79,4038.24
64,38226.53,5.61,85.66,10.4,3093.1
40,59724.21,6.44,74.31,11.77,4875.25
63,48185.78,4.54,119.56,7.26,3861.93
60,56292.99,7.91,57.89,12.73,4577.11
64,36687.62,2.32,123.07,3.25,2904.77
62,43438.13,6.39,127.73,11.66,3533.78
35,60835.72,3.79,93.96,6.42,4929.92
55,44407.5,8.44,47.94,12.0,3643.26
